eastwest	northsouth	angle	radialposition	target
8.462788581848145	-38.17317199707031	102.5	39.099998474121094	1769.0
7.964977741241455	-35.92769241333008	102.5	36.79999923706055	1749.0
7.467166900634766	-33.682212829589844	102.5	34.5	1749.0
6.969355583190918	-31.436731338500977	102.5	32.20000076293945	1758.0
6.47154426574707	-29.19124984741211	102.5	29.899999618530273	1750.0
5.973733425140381	-26.945770263671875	102.5	27.600000381469727	1745.0
5.475922107696533	-24.700288772583008	102.5	25.299999237060547	1750.0
4.978111267089844	-22.45480728149414	102.5	23.0	1753.0
4.480299949645996	-20.209327697753906	102.5	20.700000762939453	1734.0
3.9824888706207275	-17.96384620666504	102.5	18.399999618530273	1710.0
3.46303391456604	-15.620736122131348	102.5	16.0	1711.0
2.9652225971221924	-13.375255584716797	102.5	13.699999809265137	1709.0
2.467411518096924	-11.12977409362793	102.5	11.399999618530273	1674.0
1.9696005582809448	-8.884294509887695	102.5	9.100000381469727	1665.0
1.4717893600463867	-6.638813018798828	102.5	6.800000190734863	1680.0
0.9739782810211182	-4.393332004547119	102.5	4.5	1648.0
0.4761671721935272	-2.1478512287139893	102.5	2.200000047683716	1626.0
-0.02164396084845066	0.0976295992732048	102.5	-0.10000000149011612	1581.0
-0.519455075263977	2.3431105613708496	102.5	-2.4000000953674316	1602.0
-1.0172661542892456	4.5885910987854	102.5	-4.699999809265137	1558.0
-1.5150773525238037	6.834072113037109	102.5	-7.0	1538.0
-2.0128884315490723	9.07955265045166	102.5	-9.300000190734863	1506.0
-2.510699510574341	11.325034141540527	102.5	-11.600000381469727	1521.0
-3.0085105895996094	13.570513725280762	102.5	-13.899999618530273	1498.0
-3.527965545654297	15.913623809814453	102.5	-16.299999237060547	1501.0
-4.0257768630981445	18.15910530090332	102.5	-18.600000381469727	1491.0
-4.523587703704834	20.404586791992188	102.5	-20.899999618530273	1481.0
-5.021399021148682	22.650068283081055	102.5	-23.200000762939453	1468.0
-5.519210338592529	24.89554786682129	102.5	-25.5	1455.0
-6.017021179199219	27.141027450561523	102.5	-27.799999237060547	1454.0
-6.514832496643066	29.386510848999023	102.5	-30.100000381469727	1456.0
-7.012643814086914	31.63199234008789	102.5	-32.400001525878906	1459.0
-7.5104546546936035	33.877471923828125	102.5	-34.70000076293945	1451.0
-8.008265495300293	36.12295150756836	102.5	-37.0	1465.0
-8.50607681274414	38.368431091308594	102.5	-39.29999923706055	1451.0
-9.501699447631836	42.859397888183594	102.5	-43.900001525878906	1486.0
-11.016777038574219	49.6934700012207	102.5	-50.900001525878906	1433.0
27.82443618774414	6.168529033660889	12.5	28.5	1631.0
21.087993621826172	4.675095558166504	12.5	21.600000381469727	1618.0
18.842512130737305	4.177284240722656	12.5	19.299999237060547	1607.0
16.59703254699707	3.679473400115967	12.5	17.0	1608.0
14.351551055908203	3.1816623210906982	12.5	14.699999809265137	1601.0
12.106071472167969	2.6838512420654297	12.5	12.399999618530273	1603.0
9.860589981079102	2.186040163040161	12.5	10.100000381469727	1612.0
7.615108966827393	1.6882290840148926	12.5	7.800000190734863	1607.0
5.271998405456543	1.168773889541626	12.5	5.400000095367432	1618.0
3.026517629623413	0.6709628105163574	12.5	3.0999999046325684	1649.0
0.7810367941856384	0.17315168678760529	12.5	0.800000011920929	1595.0
-1.4644440412521362	-0.32465940713882446	12.5	-1.5	1580.0
-3.7099246978759766	-0.8224705457687378	12.5	-3.799999952316284	1574.0
-5.9554057121276855	-1.3202816247940063	12.5	-6.099999904632568	1574.0
-8.200885772705078	-1.818092703819275	12.5	-8.399999618530273	1559.0
-10.446367263793945	-2.315903902053833	12.5	-10.699999809265137	1578.0
-12.691847801208496	-2.8137149810791016	12.5	-13.0	1591.0
-14.937329292297363	-3.31152606010437	12.5	-15.300000190734863	1579.0
-17.182809829711914	-3.8093373775482178	12.5	-17.600000381469727	1588.0
-19.42828941345215	-4.307148456573486	12.5	-19.899999618530273	1581.0
-21.67377281188965	-4.804959774017334	12.5	-22.200000762939453	1569.0
-23.919252395629883	-5.302770614624023	12.5	-24.5	1572.0
-26.262361526489258	-5.822225570678711	12.5	-26.899999618530273	1584.0
-28.507844924926758	-6.320036888122559	12.5	-29.200000762939453	1565.0
23.86994171142578	-25.597379684448242	133.0	35.0	1718.0
22.301347732543945	-23.915266036987305	133.0	32.70000076293945	1711.0
20.732749938964844	-22.233152389526367	133.0	30.399999618530273	1710.0
19.164154052734375	-20.55103874206543	133.0	28.100000381469727	1715.0
17.595556259155273	-18.868925094604492	133.0	25.799999237060547	1713.0
16.026962280273438	-17.186811447143555	133.0	23.5	1717.0
14.390165328979492	-15.431563377380371	133.0	21.100000381469727	1715.0
12.82156753540039	-13.749448776245117	133.0	18.799999237060547	1712.0
11.252972602844238	-12.067336082458496	133.0	16.5	1710.0
9.68437671661377	-10.385222434997559	133.0	14.199999809265137	1692.0
8.115779876708984	-8.703108787536621	133.0	11.899999618530273	1669.0
6.547184467315674	-7.020995616912842	133.0	9.600000381469727	1679.0
4.978588104248047	-5.338881969451904	133.0	7.300000190734863	1691.0
3.40999174118042	-3.656768560409546	133.0	5.0	1647.0
1.841395616531372	-1.974655032157898	133.0	2.700000047683716	1630.0
0.2727993428707123	-0.2925414741039276	133.0	0.4000000059604645	1616.0
-1.2957968711853027	1.389572024345398	133.0	-1.899999976158142	1576.0
-2.8643929958343506	3.071685314178467	133.0	-4.199999809265137	1561.0
-4.432989120483398	4.753798961639404	133.0	-6.5	1558.0
-6.001585483551025	6.435912609100342	133.0	-8.800000190734863	1538.0
-7.638381481170654	8.191161155700684	133.0	-11.199999809265137	1525.0
-9.206977844238281	9.873274803161621	133.0	-13.5	1509.0
-10.775574684143066	11.555388450622559	133.0	-15.800000190734863	1501.0
-12.344170570373535	13.237502098083496	133.0	-18.100000381469727	1494.0
-13.912766456604004	14.919614791870117	133.0	-20.399999618530273	1489.0
-15.481363296508789	16.601730346679688	133.0	-22.700000762939453	1493.0
-17.049959182739258	18.283842086791992	133.0	-25.0	1487.0
-18.618555068969727	19.96595573425293	133.0	-27.299999237060547	1495.0
-20.187150955200195	21.648069381713867	133.0	-29.600000381469727	1511.0
-21.755746841430664	23.330183029174805	133.0	-31.899999618530273	1505.0
-23.324344635009766	25.012296676635742	133.0	-34.20000076293945	1508.0
-24.892940521240234	26.69441032409668	133.0	-36.5	1507.0
-26.461536407470703	28.376523971557617	133.0	-38.79999923706055	1513.0
-28.030132293701172	30.058635711669922	133.0	-41.099998474121094	1493.0
-29.666929244995117	31.813886642456055	133.0	-43.5	1495.0
18.42011260986328	-47.98603439331055	111.0	51.400001525878906	1736.0
17.59586524963379	-45.83879852294922	111.0	49.099998474121094	1744.0
16.77161979675293	-43.69156265258789	111.0	46.79999923706055	1765.0
15.947373390197754	-41.54433059692383	111.0	44.5	1766.0
14.263044357299805	-37.15650177001953	111.0	39.79999923706055	1764.0
13.438797950744629	-35.0092658996582	111.0	37.5	1715.0
12.614551544189453	-32.862030029296875	111.0	35.20000076293945	1751.0
11.790306091308594	-30.714797973632812	111.0	32.900001525878906	1761.0
10.966059684753418	-28.567562103271484	111.0	30.600000381469727	1763.0
10.141812324523926	-26.420326232910156	111.0	28.299999237060547	1758.0
9.317566871643066	-24.273090362548828	111.0	26.0	1743.0
8.49332046508789	-22.125856399536133	111.0	23.700000762939453	1738.0
7.669074058532715	-19.978620529174805	111.0	21.399999618530273	1732.0
6.844828128814697	-17.83138656616211	111.0	19.100000381469727	1734.0
6.020581245422363	-15.684150695800781	111.0	16.799999237060547	1723.0
5.196335315704346	-13.53691577911377	111.0	14.5	1706.0
4.37208890914917	-11.389680862426758	111.0	12.199999809265137	1665.0
3.547842502593994	-9.242445945739746	111.0	9.899999618530273	1677.0
2.6877596378326416	-7.001852989196777	111.0	7.5	1679.0
1.8635132312774658	-4.854618072509766	111.0	5.199999809265137	1601.0
1.0392670631408691	-2.707383394241333	111.0	2.9000000953674316	1629.0
0.2150207757949829	-0.560148298740387	111.0	0.6000000238418579	1621.0
-0.6092255115509033	1.587086796760559	111.0	-1.7000000476837158	1574.0
-1.4334717988967896	3.7343215942382812	111.0	-4.0	1559.0
-2.257718086242676	5.881556987762451	111.0	-6.300000190734863	1540.0
-3.0819644927978516	8.028792381286621	111.0	-8.600000381469727	1525.0
-3.906210422515869	10.176026344299316	111.0	-10.899999618530273	1517.0
-4.730456829071045	12.323261260986328	111.0	-13.199999809265137	1506.0
-5.554703235626221	14.47049617767334	111.0	-15.5	1481.0
-6.378949165344238	16.61773109436035	111.0	-17.799999237060547	1465.0
-7.203196048736572	18.76496696472168	111.0	-20.100000381469727	1468.0
-8.02744197845459	20.912200927734375	111.0	-22.399999618530273	1465.0
-8.887524604797363	23.152793884277344	111.0	-24.799999237060547	1454.0
-9.711771965026855	25.300029754638672	111.0	-27.100000381469727	1448.0
-10.536017417907715	27.447263717651367	111.0	-29.399999618530273	1441.0
-11.36026382446289	29.594499588012695	111.0	-31.700000762939453	1441.0
-12.184510231018066	31.74173355102539	111.0	-34.0	1430.0
-13.008756637573242	33.88896942138672	111.0	-36.29999923706055	1434.0
-13.833002090454102	36.03620147705078	111.0	-38.599998474121094	1445.0
-14.657249450683594	38.183441162109375	111.0	-40.900001525878906	1464.0
-15.48149585723877	40.3306770324707	111.0	-43.20000076293945	1471.0
-16.305742263793945	42.477909088134766	111.0	-45.5	1442.0
-17.129987716674805	44.625144958496094	111.0	-47.79999923706055	1436.0
-17.954233169555664	46.772377014160156	111.0	-50.099998474121094	1434.0
-18.778480529785156	48.91961669921875	111.0	-52.400001525878906	1428.0
25.889923095703125	24.142742156982422	43.0	35.400001525878906	1558.0
24.207805633544922	22.57414436340332	43.0	33.099998474121094	1563.0
22.452558517456055	20.937349319458008	43.0	30.69999885559082	1581.0
20.84358024597168	19.436952590942383	43.0	28.5	1548.0
19.161466598510742	17.868356704711914	43.0	26.19999885559082	1572.0
17.479352951049805	16.299760818481445	43.0	23.899999618530273	1574.0
15.797240257263184	14.731164932250977	43.0	21.600000381469727	1578.0
14.11512565612793	13.162568092346191	43.0	19.299999237060547	1576.0
12.433012962341309	11.593972206115723	43.0	17.0	1583.0
10.750899314880371	10.025375366210938	43.0	14.699999809265137	1584.0
9.068785667419434	8.456779479980469	43.0	12.399999618530273	1566.0
7.313537120819092	6.81998348236084	43.0	10.0	1568.0
5.704558849334717	5.319587230682373	43.0	7.800000190734863	1577.0
3.949310064315796	3.682791233062744	43.0	5.400000095367432	1587.0
2.194061040878296	2.045994997024536	43.0	3.0	1606.0
0.5119475722312927	0.4773988425731659	43.0	0.699999988079071	1593.0
-1.097030520439148	-1.022997498512268	43.0	-1.5	1584.0
-2.779144048690796	-2.5915937423706055	43.0	-3.799999952316284	1595.0
-4.461257457733154	-4.160190105438232	43.0	-6.099999904632568	1617.0
-6.070235729217529	-5.660586357116699	43.0	-8.300000190734863	1552.0
-7.825484275817871	-7.297382354736328	43.0	-10.699999809265137	1597.0
-9.507597923278809	-8.865978240966797	43.0	-13.0	1615.0
-11.189711570739746	-10.434575080871582	43.0	-15.300000190734863	1626.0
-12.871825218200684	-12.00317096710205	43.0	-17.600000381469727	1626.0
-14.553937911987305	-13.57176685333252	43.0	-19.899999618530273	1586.0
-16.236053466796875	-15.140363693237305	43.0	-22.200000762939453	1624.0
-23.110776901245117	-21.551149368286133	43.0	-31.600000381469727	1600.0
-24.719755172729492	-23.051544189453125	43.0	-33.79999923706055	1585.0
1.975958228111267	-45.25688552856445	92.5	45.29999923706055	1738.0
1.7753090858459473	-40.66126251220703	92.5	40.70000076293945	1690.0
1.6749845743179321	-38.36345291137695	92.5	38.400001525878906	1729.0
1.574659824371338	-36.06563949584961	92.5	36.099998474121094	1719.0
1.4743353128433228	-33.76782989501953	92.5	33.79999923706055	1702.0
1.374010682106018	-31.47001838684082	92.5	31.5	1754.0
1.273686170578003	-29.172208786010742	92.5	29.200000762939453	1741.0
1.1733615398406982	-26.87439727783203	92.5	26.899999618530273	1736.0
1.0730369091033936	-24.57658576965332	92.5	24.600000381469727	1731.0
0.9727122783660889	-22.27877426147461	92.5	22.299999237060547	1725.0
0.8723877668380737	-19.98096466064453	92.5	20.0	1710.0
0.7677012085914612	-17.583248138427734	92.5	17.600000381469727	1673.0
0.6673766374588013	-15.28543758392334	92.5	15.300000190734863	1669.0
0.5670520067214966	-12.987627029418945	92.5	13.0	1641.0
0.46672743558883667	-10.68981647491455	92.5	10.699999809265137	1675.0
0.36640283465385437	-8.39200496673584	92.5	8.399999618530273	1681.0
0.26607826352119446	-6.094193935394287	92.5	6.099999904632568	1645.0
0.16575366258621216	-3.7963831424713135	92.5	3.799999952316284	1594.0
0.06542908400297165	-1.4985723495483398	92.5	1.5	1583.0
-0.034895509481430054	0.7992385625839233	92.5	-0.800000011920929	1599.0
-0.13522009551525116	3.0970494747161865	92.5	-3.0999999046325684	1578.0
-0.23554469645023346	5.39486026763916	92.5	-5.400000095367432	1548.0
-0.33586928248405457	7.692671298980713	92.5	-7.699999809265137	1543.0
-0.43619388341903687	9.990482330322266	92.5	-10.0	1537.0
-0.5365184545516968	12.28829288482666	92.5	-12.300000190734863	1543.0
-0.6368430852890015	14.586104393005371	92.5	-14.600000381469727	1519.0
-0.7415295839309692	16.98381996154785	92.5	-17.0	1500.0
-0.8418541550636292	19.28162956237793	92.5	-19.299999237060547	1488.0
-0.9421787858009338	21.57944107055664	92.5	-21.600000381469727	1486.0
-1.0425033569335938	23.87725257873535	92.5	-23.899999618530273	1483.0
-1.1428279876708984	26.175064086914062	92.5	-26.200000762939453	1481.0
-1.2431524991989136	28.47287368774414	92.5	-28.5	1485.0
-1.3434771299362183	30.77068519592285	92.5	-30.799999237060547	1480.0
-1.4438016414642334	33.0684928894043	92.5	-33.099998474121094	1479.0
-1.5441263914108276	35.366310119628906	92.5	-35.400001525878906	1505.0
-1.6444509029388428	37.664119720458984	92.5	-37.70000076293945	1482.0
-1.7447755336761475	39.96192932128906	92.5	-40.0	1481.0
-1.8451000452041626	42.25973892211914	92.5	-42.29999923706055	1489.0
24.85321807861328	49.847843170166016	63.5	55.70000076293945	1531.0
23.826963424682617	47.78949737548828	63.5	53.400001525878906	1533.0
22.80070686340332	45.731143951416016	63.5	51.099998474121094	1539.0
21.729833602905273	43.58330535888672	63.5	48.70000076293945	1526.0
20.70357894897461	41.52495574951172	63.5	46.400001525878906	1551.0
19.677322387695312	39.46660232543945	63.5	44.099998474121094	1549.0
18.65106773376465	37.40825653076172	63.5	41.79999923706055	1532.0
16.553937911987305	33.202064514160156	63.5	37.099998474121094	1538.0
15.572304725646973	31.233211517333984	63.5	34.900001525878906	1550.0
14.546048164367676	29.17485809326172	63.5	32.599998474121094	1536.0
13.475173950195312	27.02701759338379	63.5	30.200000762939453	1519.0
12.448918342590332	24.96866798400879	63.5	27.899999618530273	1536.0
11.422664642333984	22.910320281982422	63.5	25.600000381469727	1535.0
10.396409034729004	20.851970672607422	63.5	23.299999237060547	1536.0
9.37015438079834	18.793621063232422	63.5	21.0	1533.0
8.343899726867676	16.735273361206055	63.5	18.700000762939453	1528.0
7.317644119262695	14.676922798156738	63.5	16.399999618530273	1539.0
6.291389465332031	12.618575096130371	63.5	14.100000381469727	1546.0
5.265134334564209	10.560224533081055	63.5	11.800000190734863	1552.0
4.238879203796387	8.501876831054688	63.5	9.5	1557.0
3.2126240730285645	6.4435272216796875	63.5	7.199999809265137	1573.0
2.1863694190979004	4.385178565979004	63.5	4.900000095367432	1553.0
1.1601142883300781	2.326829195022583	63.5	2.5999999046325684	1576.0
0.13385935127735138	0.2684803307056427	63.5	0.30000001192092896	1591.0
-0.9370153546333313	-1.8793621063232422	63.5	-2.0999999046325684	1591.0
-1.9632704257965088	-3.937711238861084	63.5	-4.400000095367432	1624.0
-2.989525318145752	-5.996059894561768	63.5	-6.699999809265137	1633.0
-4.015780448913574	-8.05440902709961	63.5	-9.0	1597.0
-5.0420355796813965	-10.11275863647461	63.5	-11.300000190734863	1605.0
-6.0682902336120605	-12.171107292175293	63.5	-13.600000381469727	1629.0
-7.049925327301025	-14.139963150024414	63.5	-15.800000190734863	1658.0
-8.076180458068848	-16.198312759399414	63.5	-18.100000381469727	1664.0
-9.147055625915527	-18.346155166625977	63.5	-20.5	1667.0
-10.173309326171875	-20.404502868652344	63.5	-22.799999237060547	1671.0
-11.199564933776855	-22.462852478027344	63.5	-25.100000381469727	1687.0
-12.22581958770752	-24.521202087402344	63.5	-27.399999618530273	1682.0
-13.2520751953125	-26.579551696777344	63.5	-29.700000762939453	1668.0
-14.278329849243164	-28.63789939880371	63.5	-32.0	1673.0
-15.304585456848145	-30.696247100830078	63.5	-34.29999923706055	1684.0
-16.330839157104492	-32.75459671020508	63.5	-36.599998474121094	1668.0
-17.35709571838379	-34.81294631958008	63.5	-38.900001525878906	1618.0
-18.383350372314453	-36.87129592895508	63.5	-41.20000076293945	1658.0
-19.409605026245117	-38.92964553833008	63.5	-43.5	1644.0
-20.43585968017578	-40.98799133300781	63.5	-45.79999923706055	1647.0
-21.462114334106445	-43.04634094238281	63.5	-48.099998474121094	1642.0
-22.488370895385742	-45.10469436645508	63.5	-50.400001525878906	1616.0
29.484140396118164	6.5364766120910645	12.5	30.200000762939453	1629.0
27.043399810791016	5.995377540588379	12.5	27.700000762939453	1610.0
25.090808868408203	5.562498092651367	12.5	25.700000762939453	1603.0
22.650068283081055	5.021399021148682	12.5	23.200000762939453	1613.0
20.404586791992188	4.523587703704834	12.5	20.899999618530273	1603.0
18.15910530090332	4.0257768630981445	12.5	18.600000381469727	1606.0
15.913623809814453	3.527965545654297	12.5	16.299999237060547	1603.0
13.76577377319336	3.0517985820770264	12.5	14.100000381469727	1608.0
11.422662734985352	2.5323433876037598	12.5	11.699999809265137	1613.0
9.1771821975708	2.034532308578491	12.5	9.399999618530273	1616.0
6.93170166015625	1.5367212295532227	12.5	7.099999904632568	1615.0
4.5885910987854	1.0172661542892456	12.5	4.699999809265137	1611.0
2.4407401084899902	0.5410990118980408	12.5	2.5	1580.0
0.0976295992732048	0.02164396084845066	12.5	0.10000000149011612	1580.0
-2.0502214431762695	-0.4545231759548187	12.5	-2.0999999046325684	1586.0
-4.198072910308838	-0.9306904077529907	12.5	-4.300000190734863	1591.0
-6.638813018798828	-1.4717893600463867	12.5	-6.800000190734863	1592.0
-8.884294509887695	-1.9696005582809448	12.5	-9.100000381469727	1562.0
-11.12977409362793	-2.467411518096924	12.5	-11.399999618530273	1572.0
-13.277626037597656	-2.9435787200927734	12.5	-13.600000381469727	1589.0
-15.523106575012207	-3.441389799118042	12.5	-15.899999618530273	1588.0
-17.8662166595459	-3.9608447551727295	12.5	-18.299999237060547	1585.0
-20.111698150634766	-4.458656311035156	12.5	-20.600000381469727	1586.0
-22.357177734375	-4.956467151641846	12.5	-22.899999618530273	1573.0
-24.602659225463867	-5.454278469085693	12.5	-25.200000762939453	1573.0
-26.848140716552734	-5.952089309692383	12.5	-27.5	1558.0
-29.09362030029297	-6.449900150299072	12.5	-29.799999237060547	1566.0
10.88691234588623	-49.107688903808594	102.5	50.29999923706055	1740.0
9.393479347229004	-42.371246337890625	102.5	43.400001525878906	1704.0
8.917312622070312	-40.22339630126953	102.5	41.20000076293945	1748.0
8.397856712341309	-37.88028335571289	102.5	38.79999923706055	1757.0
7.921689510345459	-35.7324333190918	102.5	36.599998474121094	1775.0
7.4238786697387695	-33.48695373535156	102.5	34.29999923706055	1765.0
6.92606782913208	-31.241472244262695	102.5	32.0	1762.0
6.428256511688232	-28.99599266052246	102.5	29.700000762939453	1752.0
5.908801078796387	-26.65287971496582	102.5	27.299999237060547	1752.0
5.410990238189697	-24.407400131225586	102.5	25.0	1753.0
4.913179397583008	-22.16192054748535	102.5	22.700000762939453	1753.0
4.41536808013916	-19.916439056396484	102.5	20.399999618530273	1748.0
3.9175570011138916	-17.670957565307617	102.5	18.100000381469727	1730.0
3.441389799118042	-15.523106575012207	102.5	15.899999618530273	1709.0
2.9219348430633545	-13.1799955368042	102.5	13.5	1688.0
2.424123525619507	-10.934514999389648	102.5	11.199999809265137	1687.0
1.9263124465942383	-8.689034461975098	102.5	8.899999618530273	1678.0
1.4285014867782593	-6.443553447723389	102.5	6.599999904632568	1654.0
0.9306904077529907	-4.198072910308838	102.5	4.300000190734863	1634.0
0.432879239320755	-1.9525920152664185	102.5	2.0	1611.0
-0.06493188440799713	0.2928888201713562	102.5	-0.30000001192092896	1590.0
-0.5627429485321045	2.5383694171905518	102.5	-2.5999999046325684	1562.0
-1.0605541467666626	4.78385066986084	102.5	-4.900000095367432	1565.0
-1.5583652257919312	7.029331207275391	102.5	-7.199999809265137	1541.0
-2.077820301055908	9.372442245483398	102.5	-9.600000381469727	1537.0
-2.553987503051758	11.520293235778809	102.5	-11.800000190734863	1515.0
-3.0734424591064453	13.8634033203125	102.5	-14.199999809265137	1498.0
-3.571253538131714	16.108884811401367	102.5	-16.5	1479.0
-4.069064617156982	18.3543643951416	102.5	-18.799999237060547	1481.0
-4.56687593460083	20.59984588623047	102.5	-21.100000381469727	1475.0
-5.0646867752075195	22.845325469970703	102.5	-23.399999618530273	1466.0
-5.562498092651367	25.090808868408203	102.5	-25.700000762939453	1461.0
-6.060309410095215	27.336288452148438	102.5	-28.0	1457.0
-6.558120250701904	29.581768035888672	102.5	-30.299999237060547	1455.0
-7.055931091308594	31.827247619628906	102.5	-32.599998474121094	1452.0
-7.5753865242004395	34.17036056518555	102.5	-35.0	1453.0
-8.073197364807129	36.41584014892578	102.5	-37.29999923706055	1448.0
-8.549365043640137	38.56369400024414	102.5	-39.5	1469.0
-9.090463638305664	41.004432678222656	102.5	-42.0	1456.0
-9.588274955749512	43.24991226196289	102.5	-44.29999923706055	1448.0
-10.042798042297363	45.30013656616211	102.5	-46.400001525878906	1409.0
-10.540609359741211	47.545616149902344	102.5	-48.70000076293945	1416.0
-11.060064315795898	49.88872528076172	102.5	-51.099998474121094	1429.0
